Date,Time,Visitors in Blue Lagoon,Visitors in Machu Picchu,Visitors in Taj Mahal,Visitors in Doge's Palace,Visitors in Louvre Museum,Average Age - Blue Lagoon,Average Age - Machu Picchu,Average Age - Taj Mahal,Average Age - Doge's Palace,Average Age - Louvre Museum
2022-03-05,16:00,4259,2883,39938,5104,26993,26,31,31,37,49
2022-03-05,18:00,3756,2715,62427,5940,20973,24,28,30,37,34
2022-03-06,8:00,4097,3560,69760,5291,25277,28,32,24,30,47
2022-03-06,10:00,4763,2823,32000,3343,28257,27,32,26,27,42
2022-03-06,12:00,4377,2514,33052,3532,24011,30,23,28,22,49
2022-03-06,14:00,3846,3416,30738,4197,27996,26,33,34,27,49
2022-03-06,16:00,3918,3434,33387,5996,28906,26,26,34,32,44
2022-03-06,18:00,4531,3582,36002,5895,26570,26,34,27,36,37
2022-03-07,8:00,3690,3669,65536,5554,29892,27,27,23,21,51
2022-03-07,10:00,3989,3757,63913,5806,26307,22,28,29,27,38
2022-03-07,12:00,4982,3499,38636,4646,29408,27,32,30,29,53
2022-03-07,14:00,3749,3018,33726,4640,28814,22,29,27,27,33
2022-03-07,16:00,3730,3741,31373,5572,23742,27,22,25,39,46
2022-03-07,18:00,4451,2966,40161,4933,28974,30,35,33,43,52
2022-03-08,8:00,4425,2804,30082,4894,0,23,26,34,24,0
2022-03-08,10:00,4573,3484,68967,5579,0,22,33,29,26,0
2022-03-08,12:00,4989,3343,66748,4184,0,28,32,28,19,0
2022-03-08,14:00,4261,2610,44281,5805,0,32,27,29,24,0
2022-03-08,16:00,3932,3631,43305,5852,0,31,28,34,37,0
2022-03-08,18:00,4099,3578,37817,5704,0,24,22,30,39,0
2022-03-09,8:00,4666,3471,39261,5551,29914,30,31,28,25,32
2022-03-09,10:00,4470,3609,28417,5637,28143,33,24,30,26,39
2022-03-09,12:00,4116,3619,68306,5971,29185,22,22,32,20,52
2022-03-09,14:00,3267,3791,68808,5321,28036,33,28,24,27,29
2022-03-09,16:00,4963,2999,31267,4776,27596,30,33,24,37,27
2022-03-09,18:00,3322,3094,33745,4702,29025,26,29,27,30,40
2022-03-10,8:00,3135,3753,39338,3788,20539,28,23,27,26,35
2022-03-10,10:00,4376,2772,28412,4610,27985,35,32,23,20,54
2022-03-10,12:00,4173,3202,35543,5105,22049,35,29,28,26,32
2022-03-10,14:00,3978,2672,67587,5551,29283,34,25,28,22,41
2022-03-10,16:00,4892,3406,60728,5917,26579,31,35,29,43,35
2022-03-10,18:00,4785,3554,39657,5932,27663,35,29,30,43,47
2022-03-11,8:00,4837,3409,33988,5911,23333,33,27,28,21,31
2022-03-11,10:00,4999,3433,30967,5966,28380,29,29,34,28,54
2022-03-11,12:00,5066,3435,42527,3798,27047,29,29,23,27,30
2022-03-11,14:00,3622,3420,44048,4844,23439,34,22,23,29,27
2022-03-11,16:00,4761,3017,61122,5979,28697,26,31,30,30,28
2022-03-11,18:00,4138,3414,64079,5132,27143,23,31,32,43,36
2022-03-12,8:00,4003,2633,33073,5984,23247,22,27,33,20,54
2022-03-12,10:00,4924,2784,33104,5495,21137,31,31,34,20,32
2022-03-12,12:00,3433,3325,30143,4804,23500,24,31,34,23,39
2022-03-12,14:00,4453,3420,35357,3266,27910,33,23,29,24,31
2022-03-12,16:00,4282,3736,40043,5560,26732,33,27,34,44,28
2022-03-12,18:00,3695,3573,63440,5943,29513,33,26,26,34,46
2022-03-13,8:00,4885,3551,63766,5826,27571,26,25,29,30,37
2022-03-13,10:00,3953,3730,33644,5907,26513,32,32,31,27,40
2022-03-13,12:00,4935,3425,38518,5950,28460,32,25,25,26,49
2022-03-13,14:00,3766,3582,42552,3669,24456,25,26,33,21,35
2022-03-13,16:00,4122,2614,30914,5740,23335,30,29,29,33,32
2022-03-13,18:00,3672,3393,41584,4924,28168,30,25,33,45,39
2022-03-14,8:00,4855,2981,68787,5650,27056,34,29,31,22,34
2022-03-14,10:00,3629,3483,60728,5533,22753,33,25,25,22,38
2022-03-14,12:00,4174,3398,28698,4831,21372,23,35,26,27,54
2022-03-14,14:00,3736,2574,35186,5559,27982,31,33,25,27,40
2022-03-14,16:00,2886,3565,42512,5808,27946,26,32,27,42,32
2022-03-14,18:00,3708,3588,41923,5762,27444,27,25,31,44,53
2022-03-15,8:00,5046,3477,44779,5596,0,24,25,29,30,0
2022-03-15,10:00,4968,3489,67400,5952,0,27,22,27,24,0
2022-03-15,12:00,4889,3575,68082,4336,0,32,26,30,28,0
2022-03-15,14:00,4957,2520,32171,5211,0,25,26,24,27,0
2022-03-15,16:00,4809,3065,32360,5703,0,25,23,25,32,0
2022-03-15,18:00,3793,3383,30502,4686,0,24,24,30,35,0
2022-03-16,8:00,4717,3370,33486,3331,20329,23,33,25,20,31
2022-03-16,10:00,4556,2721,36335,4129,24858,32,30,24,26,34
2022-03-16,12:00,4021,3326,64980,5952,21963,25,23,23,28,52
2022-03-16,14:00,4636,3527,67266,4128,29088,34,22,26,23,42
2022-03-16,16:00,4837,3578,32491,5620,28490,30,30,30,38,52
2022-03-16,18:00,4536,3675,39130,5696,26414,23,28,30,42,27
2022-03-17,8:00,4604,3511,35651,5793,26140,23,23,27,21,40
2022-03-17,10:00,4248,3623,29167,5981,27331,26,28,26,29,30
2022-03-17,12:00,3790,3613,29062,3833,26443,25,27,31,26,44
2022-03-17,14:00,4132,2558,62156,5781,22473,33,22,31,22,51
2022-03-17,16:00,3341,3526,67860,4262,25594,31,25,26,35,41
2022-03-17,18:00,4296,3404,39174,5813,23903,31,26,24,31,30
2022-03-18,8:00,4039,3120,32729,5759,23150,29,22,33,23,44
2022-03-18,10:00,2967,3390,37348,4384,25364,31,32,33,21,33
2022-03-18,12:00,3765,2699,33334,3488,20449,23,31,33,20,27
2022-03-18,14:00,4482,2811,36924,5447,27825,32,30,27,19,31
2022-03-18,16:00,4662,3595,64330,5775,26350,33,33,24,45,49
2022-03-18,18:00,4734,3434,68010,5515,26598,35,32,31,33,46
2022-03-19,8:00,4343,3778,34801,5904,26710,35,34,28,30,44
2022-03-19,10:00,4272,3786,32846,5672,28514,31,29,26,27,46
2022-03-19,12:00,4463,3645,34731,4606,26869,35,33,24,29,51
2022-03-19,14:00,4038,2736,43368,4441,26079,26,34,28,29,52
2022-03-19,16:00,3730,3115,30539,4310,27307,23,28,27,42,45
2022-03-19,18:00,4513,3018,67056,5581,23659,28,28,24,39,32
2022-03-20,8:00,4173,3482,61542,3998,23602,24,29,28,23,42
2022-03-20,10:00,3761,2500,41964,4723,28584,26,34,30,22,45
2022-03-20,12:00,4733,3230,34313,3211,22473,25,34,29,25,41
2022-03-20,14:00,2974,3663,41807,4032,26841,33,24,23,20,48
2022-03-20,16:00,3501,3629,37580,5733,28448,32,27,27,39,46
2022-03-20,18:00,3784,3571,36691,5828,28097,22,26,26,45,49
2022-03-21,8:00,4962,3486,69872,5630,28791,31,24,31,25,39
2022-03-21,10:00,4109,3440,68702,5614,27318,30,30,28,22,36
2022-03-21,12:00,4418,3522,35494,4441,29496,29,31,29,27,42
2022-03-21,14:00,4533,3342,32312,4872,26788,31,25,33,29,34
2022-03-21,16:00,2955,3497,29324,5353,22953,35,35,29,38,41
2022-03-21,18:00,3986,3384,31141,3890,25131,30,23,29,42,51
2022-03-22,8:00,3994,3428,29810,3727,0,29,23,30,23,0
2022-03-22,10:00,3631,3189,66588,5971,0,32,31,34,20,0
2022-03-22,12:00,4723,3774,62923,4092,0,29,28,23,26,0
2022-03-22,14:00,3960,2983,33301,3586,0,25,28,28,29,0
2022-03-22,16:00,3346,3564,43485,5725,0,24,33,29,41,0
2022-03-22,18:00,4080,3586,39714,5980,0,23,29,32,39,0
2022-03-23,8:00,4034,3782,32748,5741,27315,32,30,23,21,42
2022-03-23,10:00,5142,3608,37435,5907,29958,32,28,30,25,33
2022-03-23,12:00,3668,3626,63709,5956,26832,23,32,32,26,52
2022-03-23,14:00,4829,3631,69273,4876,28441,25,34,23,25,30
2022-03-23,16:00,4074,2888,41116,4097,29720,35,22,31,37,51
2022-03-23,18:00,3385,3059,37576,3910,22725,30,34,26,39,50
2022-03-24,8:00,3703,3423,38150,5886,24193,34,25,33,26,34
2022-03-24,10:00,3881,2502,34530,4882,21838,34,34,25,30,49
2022-03-24,12:00,3403,2871,38188,4117,29552,25,25,33,30,53
2022-03-24,14:00,3753,3186,60504,5702,27062,23,22,33,25,45
2022-03-24,16:00,3212,3498,61214,5916,29109,25,28,25,43,34
2022-03-24,18:00,4265,3515,29531,5915,27323,35,24,32,31,32
2022-03-25,8:00,4897,3669,28823,5947,25417,23,27,32,27,49
2022-03-25,10:00,4921,3767,33029,5584,28226,31,35,29,26,27
2022-03-25,12:00,3650,3652,41428,3366,29680,22,33,24,23,35
2022-03-25,14:00,3699,2816,44517,5631,20891,31,33,29,21,33
2022-03-25,16:00,3568,2914,62105,5967,25588,25,33,30,31,45
2022-03-25,18:00,3923,3294,63627,4295,21305,23,25,29,41,31
2022-03-26,8:00,4879,3284,40972,4009,25283,35,34,26,29,32
2022-03-26,10:00,3556,3391,29852,4744,23116,23,33,25,21,43
2022-03-26,12:00,3826,3223,32910,5016,24548,28,30,25,29,37
2022-03-26,14:00,4477,3127,39003,5720,26096,32,27,26,27,41
2022-03-26,16:00,4698,3550,41843,5980,29840,33,26,23,30,33
2022-03-26,18:00,4446,3737,66190,5757,28356,31,25,30,35,37
2022-03-27,8:00,5129,3449,61256,5774,26261,31,29,25,28,50
2022-03-27,10:00,3855,3605,33645,5737,28340,33,30,24,24,32
2022-03-27,12:00,4773,3734,37588,5737,23094,24,31,31,23,27
2022-03-27,14:00,3078,3278,39829,4956,21793,30,23,23,24,29
2022-03-27,16:00,4282,3081,36053,5573,26394,29,30,24,32,36
2022-03-27,18:00,3645,2526,31330,5776,20324,23,31,24,30,32
2022-03-28,8:00,3312,2770,62703,5879,29177,31,33,25,23,48
2022-03-28,10:00,4035,3761,68662,3288,27848,28,35,32,22,46
2022-03-28,12:00,3954,3303,35114,5733,28114,24,27,29,27,31
2022-03-28,14:00,4792,2746,41323,3907,24341,30,32,31,26,46
2022-03-28,16:00,3166,3663,29353,5849,28548,34,33,34,42,35
2022-03-28,18:00,4683,3478,38975,5583,26686,25,24,28,42,45
2022-03-29,8:00,3928,3786,39023,5886,0,24,34,31,22,0
2022-03-29,10:00,4327,3589,65063,5586,0,29,31,26,22,0
2022-03-29,12:00,5092,3446,68549,5554,0,25,29,30,29,0
2022-03-29,14:00,4968,3472,28667,5073,0,23,33,30,29,0
2022-03-29,16:00,4205,2860,37337,4377,0,29,31,23,34,0
2022-03-29,18:00,3519,3687,41659,3639,0,35,34,31,33,0
2022-03-30,8:00,4286,2851,31719,5987,20835,27,22,25,22,47
2022-03-30,10:00,3383,3200,35483,5511,24154,24,22,27,19,37
2022-03-30,12:00,4222,3427,60539,5964,22778,30,28,24,25,54
2022-03-30,14:00,3510,3455,64964,3934,27521,33,35,29,28,37
2022-03-30,16:00,4761,3621,32835,5920,27396,29,24,32,33,45
2022-03-30,18:00,3776,3771,34042,5992,26542,33,26,33,39,45
2022-03-31,8:00,5198,3640,42837,5620,28313,24,31,32,19,47
2022-03-31,10:00,5052,3668,35312,5980,27676,33,25,34,19,43
2022-03-31,12:00,4696,3400,33320,5658,26235,31,29,34,27,39
2022-03-31,14:00,4046,3045,66132,5672,24313,27,28,32,30,36
2022-03-31,16:00,4390,3645,67891,3203,25646,28,28,24,35,35
2022-03-31,18:00,4448,2578,30779,4863,27608,23,32,28,45,53
2022-04-01,8:00,4800,2735,29581,5215,25479,23,25,31,29,48
2022-04-01,10:00,2808,3533,40677,4695,23721,25,29,28,27,47
2022-04-01,12:00,3435,3388,33713,4260,27911,23,27,26,29,53
2022-04-01,14:00,3909,2848,44639,5830,29672,35,31,23,20,47
2022-04-01,16:00,4123,3497,64804,5788,29022,35,28,28,37,53
2022-04-01,18:00,4284,3481,61838,5530,26588,24,23,28,33,53
2022-04-02,8:00,4393,3591,38136,5938,27671,22,29,32,22,42
2022-04-02,10:00,4651,3652,28009,5880,25809,35,30,31,22,47
2022-04-02,12:00,4407,3437,33124,4491,26916,33,23,25,21,50
2022-04-02,14:00,4869,2513,29015,5591,25588,29,34,34,20,52
2022-04-02,16:00,3226,2891,30193,4792,29109,26,31,31,35,50
2022-04-02,18:00,3749,2846,68415,5665,29325,29,35,23,36,34
2022-04-03,8:00,4419,3509,67449,5947,26496,25,33,25,21,47
2022-04-03,10:00,4426,2885,32158,5589,21836,34,28,26,20,34
2022-04-03,12:00,3284,2708,34970,4242,28350,29,26,28,26,54
2022-04-03,14:00,3853,3556,34938,4851,28138,31,24,29,23,29
2022-04-03,16:00,3665,3488,41772,5967,27905,34,23,26,35,29
2022-04-03,18:00,4722,3455,38344,5683,29989,23,28,25,38,32
2022-04-04,8:00,4813,3493,67266,5769,29485,29,25,30,26,45
2022-04-04,10:00,3611,3492,68702,5532,26701,31,33,33,25,50
2022-04-04,12:00,4612,3739,28384,5439,28120,22,29,24,30,28
2022-04-04,14:00,4253,3096,28404,5567,24149,32,23,28,27,45
2022-04-04,16:00,3861,3644,36175,5827,22732,23,25,33,45,48
2022-04-04,18:00,3771,3256,43158,5722,27714,27,29,29,39,44
2022-04-05,8:00,4517,2521,40763,5884,0,22,24,34,24,0
2022-04-05,10:00,4583,2790,62000,5926,0,35,33,32,22,0
2022-04-05,12:00,4878,3684,69860,3296,0,31,26,24,22,0
2022-04-05,14:00,4113,3283,33989,5743,0,33,35,28,20,0
2022-04-05,16:00,3379,3705,43106,5774,0,29,24,28,33,0
2022-04-05,18:00,4396,3521,31636,5648,0,34,26,33,35,0
2022-04-06,8:00,4735,3527,38916,5777,27055,29,27,26,22,44
2022-04-06,10:00,5067,3512,32809,5764,26647,25,27,27,19,36
2022-04-06,12:00,4644,3672,64178,5508,26759,33,26,34,25,27
2022-04-06,14:00,4368,3641,67245,3656,27014,33,29,23,22,38
2022-04-06,16:00,4722,3002,33997,5018,23412,22,22,30,38,31
2022-04-06,18:00,4369,2629,30048,3472,21711,35,29,25,43,52
2022-04-07,8:00,3240,3331,40338,4231,27825,25,23,30,29,44
2022-04-07,10:00,4086,3096,32544,3407,21357,35,29,25,20,49
2022-04-07,12:00,3620,3434,32976,5137,23481,34,31,24,20,46
2022-04-07,14:00,4539,2981,63419,5624,26948,22,35,24,30,40
2022-04-07,16:00,4389,3749,67239,5622,28091,30,33,27,44,50
2022-04-07,18:00,4826,3789,42489,5532,28079,33,27,29,32,28
2022-04-08,8:00,5119,3480,44633,5500,20630,32,23,29,29,51
2022-04-08,10:00,4067,3724,38357,5703,27766,33,34,25,30,36
2022-04-08,12:00,4312,3468,32363,5765,26027,28,26,25,22,34
2022-04-08,14:00,3584,3159,38176,5032,27163,29,23,29,27,34
2022-04-08,16:00,3513,2947,61077,5938,22470,31,26,34,33,42
2022-04-08,18:00,3970,3727,68427,5764,20159,23,33,33,32,52
2022-04-09,8:00,4478,3318,36580,3642,22892,31,30,31,26,38
2022-04-09,10:00,4158,3116,32858,3888,23149,35,33,27,30,40
2022-04-09,12:00,3716,3364,38040,4032,25326,27,24,29,29,49
2022-04-09,14:00,3222,2987,43254,5586,26017,27,23,30,30,42
2022-04-09,16:00,4981,3600,39470,5937,27126,28,32,32,35,37
2022-04-09,18:00,3938,3596,61252,5944,29653,30,26,33,36,36
2022-04-10,8:00,5116,3584,66996,5635,29702,27,33,26,29,29
2022-04-10,10:00,4422,3721,40173,5886,29722,35,29,23,26,31
2022-04-10,12:00,5134,3664,32673,5241,24699,31,28,30,19,29
2022-04-10,14:00,3165,3541,43781,5753,24999,25,30,34,23,37
2022-04-10,16:00,4595,3331,41051,4548,21570,24,34,31,41,49
2022-04-10,18:00,4114,3225,34881,4918,29028,24,23,30,38,47
2022-04-11,8:00,4822,2777,66949,5667,23405,31,26,23,29,36
2022-04-11,10:00,4442,3638,69521,3889,25527,26,25,31,20,37
2022-04-11,12:00,3674,2656,36017,4768,25848,22,34,32,28,46
2022-04-11,14:00,4646,2921,34941,5870,26558,28,33,30,25,38
2022-04-11,16:00,2826,3650,38209,5645,28721,34,28,28,40,48
2022-04-11,18:00,4541,3765,37550,5880,27627,33,35,30,42,52
2022-04-12,8:00,4401,3496,32637,5940,0,33,32,26,22,0
2022-04-12,10:00,4400,3417,64854,5730,0,30,25,32,27,0
2022-04-12,12:00,4459,3726,63177,3983,0,29,25,26,20,0
2022-04-12,14:00,4446,3460,38320,5246,0,27,33,23,20,0
2022-04-12,16:00,4063,3394,32892,5071,0,34,27,23,45,0
2022-04-12,18:00,3489,3296,35043,3694,0,26,35,23,37,0
2022-04-13,8:00,4371,3012,44521,3946,25272,28,34,29,30,35
2022-04-13,10:00,4647,2715,32164,5684,27881,33,22,34,20,30
2022-04-13,12:00,3938,2631,67941,5818,28983,23,32,31,27,53
2022-04-13,14:00,4574,3459,65569,5592,29136,25,32,24,26,32
2022-04-13,16:00,4409,3524,32300,5659,27140,22,29,30,41,34
2022-04-13,18:00,4014,3481,34269,5537,28629,24,35,24,40,32
2022-04-14,8:00,4581,3682,31818,5649,29736,30,27,23,23,47
2022-04-14,10:00,4028,3570,40015,5899,29227,23,24,28,25,48
2022-04-14,12:00,3640,3458,40234,5788,29747,27,24,27,27,52
2022-04-14,14:00,4104,3043,61906,5643,29297,23,35,23,26,32
2022-04-14,16:00,4211,3360,66254,5835,29282,32,31,28,32,53
2022-04-14,18:00,4616,2783,35350,3856,21607,32,30,23,31,27
2022-04-15,8:00,3902,2605,43183,5082,27234,22,29,26,25,40
2022-04-15,10:00,2878,3304,34238,5592,25074,28,27,27,23,51
2022-04-15,12:00,3916,2938,34090,5943,27153,35,22,27,24,41
2022-04-15,14:00,3743,2727,39637,4996,29397,22,30,23,22,38
2022-04-15,16:00,4673,3587,66031,5767,28637,27,26,31,37,27
2022-04-15,18:00,4073,3469,67687,5668,26066,26,26,31,39,35
2022-04-16,8:00,4765,3717,40647,5758,29247,27,30,30,23,44
2022-04-16,10:00,4874,3689,37911,5726,24311,29,25,30,19,30
2022-04-16,12:00,3893,3486,36472,5280,29904,26,24,32,29,42
2022-04-16,14:00,3809,3381,31266,3576,27645,23,25,34,22,33
2022-04-16,16:00,3335,3373,28666,4785,29470,23,22,28,31,34
2022-04-16,18:00,3683,2971,64188,5939,24158,23,26,28,38,44
2022-04-17,8:00,4535,3255,60671,5640,29005,32,28,30,24,42
2022-04-17,10:00,4013,3124,38161,3688,20402,26,34,34,27,29
2022-04-17,12:00,3754,2512,39314,3921,23347,28,31,32,21,52
2022-04-17,14:00,2845,3639,40891,4145,29829,34,27,32,28,29
2022-04-17,16:00,4459,3417,32777,5528,28239,33,30,31,33,42
2022-04-17,18:00,4671,3581,31900,5538,28002,34,34,28,45,35
2022-04-18,8:00,3797,3512,66677,5846,27352,26,23,25,28,49
2022-04-18,10:00,3683,3628,66981,5599,26070,25,31,30,27,48
2022-04-18,12:00,4142,3570,34376,4240,28925,23,25,25,24,53
2022-04-18,14:00,4384,2794,44907,5473,26906,24,29,28,25,30
2022-04-18,16:00,2870,3388,38160,5314,22993,35,29,30,40,34
2022-04-18,18:00,3719,2925,42124,4877,29278,27,35,29,43,38
2022-04-19,8:00,4097,3476,44282,4198,0,25,34,26,24,0
2022-04-19,10:00,4112,2578,67240,5593,0,25,24,27,19,0
2022-04-19,12:00,4275,3381,66937,4977,0,24,25,29,28,0
2022-04-19,14:00,4268,2998,38488,5484,0,26,35,32,20,0
2022-04-19,16:00,3492,3685,33240,5944,0,35,31,32,38,0
2022-04-19,18:00,4537,3649,38453,5906,0,24,29,29,43,0
2022-04-20,8:00,4411,3753,38478,5910,28958,25,24,34,23,37
2022-04-20,10:00,5088,3713,40394,5553,27151,29,30,26,25,32
2022-04-20,12:00,5173,3595,62878,5637,27218,32,28,27,24,45
2022-04-20,14:00,4066,3270,64143,5720,21217,25,33,25,21,45
2022-04-20,16:00,3579,2747,32432,5068,23944,33,31,25,35,41
2022-04-20,18:00,4206,2645,41568,3752,28195,27,24,23,44,37
2022-04-21,8:00,3061,3495,42178,4833,28039,35,35,30,23,54
2022-04-21,10:00,3779,3081,28302,3894,22042,22,22,27,22,29
2022-04-21,12:00,4402,2969,28055,3516,26303,25,22,31,22,33
2022-04-21,14:00,3556,3005,68717,5585,26705,28,33,33,30,43
2022-04-21,16:00,4642,3592,68150,5755,28669,35,31,30,40,41
2022-04-21,18:00,4297,3467,30125,5708,28972,30,29,32,30,31
2022-04-22,8:00,4824,3704,39479,5714,21783,34,26,25,25,47
2022-04-22,10:00,4636,3451,43745,5873,28113,32,28,29,30,49
2022-04-22,12:00,4042,3769,44748,5808,28977,27,25,28,20,34
2022-04-22,14:00,3925,2862,34809,5171,24378,25,25,28,19,33
2022-04-22,16:00,4955,3296,64621,5757,27227,24,25,30,32,33
2022-04-22,18:00,3485,3673,65126,4703,26261,35,33,32,40,30
2022-04-23,8:00,4979,3345,33122,3322,20422,26,29,27,27,44
2022-04-23,10:00,4481,3020,33870,5589,29907,23,30,23,23,27
2022-04-23,12:00,3369,3630,29531,5068,28722,26,34,25,19,47
2022-04-23,14:00,4771,3343,36172,4871,26090,24,32,23,19,28
2022-04-23,16:00,4039,3697,35673,5558,29372,24,23,27,45,54
2022-04-23,18:00,5113,3583,66949,5692,29795,35,29,23,32,39
2022-04-24,8:00,4097,3578,66882,5964,27940,23,29,28,28,37
2022-04-24,10:00,4304,3597,29906,5767,27942,28,28,28,21,42
2022-04-24,12:00,4956,3527,31086,5507,21481,30,25,30,22,44
2022-04-24,14:00,3361,3731,41503,5196,23805,25,25,27,25,45
2022-04-24,16:00,3231,3483,36152,5342,29432,34,35,29,33,50
2022-04-24,18:00,4833,2910,33750,4348,29950,28,35,27,31,52
2022-04-25,8:00,3242,3433,68905,5540,20097,22,33,26,25,29
2022-04-25,10:00,4574,3264,61062,5114,21479,28,29,24,20,29
2022-04-25,12:00,4557,3193,34229,3453,24626,26,35,33,25,36
2022-04-25,14:00,3758,2740,44509,3206,21930,25,25,34,19,46
2022-04-25,16:00,3069,3768,43147,5970,27832,32,33,25,37,48
2022-04-25,18:00,5036,3423,32632,5715,28585,27,26,30,35,38
2022-04-26,8:00,4542,3783,34288,5568,0,31,30,24,26,0
2022-04-26,10:00,5198,3482,63596,5568,0,29,26,31,20,0
2022-04-26,12:00,4642,3718,66168,3741,0,28,26,26,26,0
2022-04-26,14:00,4570,3196,37795,3288,0,25,23,33,30,0
2022-04-26,16:00,4836,3450,35561,5138,0,22,23,33,40,0
2022-04-26,18:00,2836,3773,36258,3412,0,28,24,25,41,0
2022-04-27,8:00,4842,2785,44616,3465,22223,23,23,26,20,31
2022-04-27,10:00,3291,3488,34371,5540,22569,29,29,25,22,50
2022-04-27,12:00,3384,3033,64206,5706,29964,22,31,28,25,30
2022-04-27,14:00,3927,3658,69685,5580,27480,30,22,23,23,37
2022-04-27,16:00,4251,3611,42369,5576,26422,35,35,30,42,44
2022-04-27,18:00,5171,3525,40910,5787,21620,29,24,24,32,31
2022-04-28,8:00,3971,3441,35943,5992,27123,30,34,24,29,49
2022-04-28,10:00,4431,3497,40199,5546,28034,34,25,26,26,38
2022-04-28,12:00,5153,3430,43728,3821,29961,25,22,30,28,36
2022-04-28,14:00,3544,2657,66891,5699,22623,35,23,23,26,39
2022-04-28,16:00,4642,3311,66738,3626,21403,24,34,25,38,37
2022-04-28,18:00,4419,2901,43913,3409,22578,24,30,29,34,40
2022-04-29,8:00,3277,3258,30472,4087,21243,29,27,27,19,51
2022-04-29,10:00,2966,3321,43679,4643,20331,30,28,34,23,51
2022-04-29,12:00,4313,2772,29761,3353,27485,29,27,27,22,36
2022-04-29,14:00,3463,2793,38167,3614,26652,22,32,26,24,38
2022-04-29,16:00,4695,3797,60876,5852,29608,26,33,29,33,31
2022-04-29,18:00,4831,3606,63812,5656,26739,25,28,25,45,32
2022-04-30,8:00,4323,3509,29605,5760,27112,23,25,26,23,42
2022-04-30,10:00,4894,3677,33622,5576,29625,31,25,25,28,30
2022-04-30,12:00,4886,3455,34767,3968,27627,31,34,34,29,28
2022-04-30,14:00,4729,3386,39613,4182,28233,27,24,25,20,33
2022-04-30,16:00,3711,3414,38589,4711,24980,23,26,34,34,34
2022-04-30,18:00,4949,3068,63735,5630,23878,24,22,24,39,38
2022-05-01,8:00,3775,3681,69352,3778,21949,30,22,24,28,31
2022-05-01,10:00,4747,3302,41046,5987,23460,26,27,25,26,48
2022-05-01,12:00,3921,2613,30590,5410,25875,27,30,30,28,51
2022-05-01,14:00,3230,3676,32324,4238,28128,34,27,33,21,35
2022-05-01,16:00,3967,3597,38787,5731,26401,25,30,24,34,29
2022-05-01,18:00,4062,3720,37111,5694,28154,32,23,23,39,36
2022-05-02,8:00,3700,3578,65342,5848,27134,26,27,23,24,40
2022-05-02,10:00,4639,3784,60005,5529,29348,27,23,25,27,37
2022-05-02,12:00,4881,3618,36659,3558,27237,23,29,33,29,54
2022-05-02,14:00,3443,3288,42043,4049,21769,27,22,26,22,43
2022-05-02,16:00,2904,3727,36837,3626,29958,31,23,26,33,50
2022-05-02,18:00,3893,2991,28117,5744,28697,32,29,28,42,32
2022-05-03,8:00,4890,3390,41917,3685,0,35,34,25,19,0
2022-05-03,10:00,4510,2560,62551,5795,0,26,34,24,23,0
2022-05-03,12:00,4392,3253,65560,4672,0,30,30,34,21,0
2022-05-03,14:00,4643,3179,28846,4636,0,31,29,34,21,0
2022-05-03,16:00,4270,3425,38954,5829,0,32,23,23,34,0
2022-05-03,18:00,4666,3735,41703,5719,0,32,35,31,37,0
2022-05-04,8:00,4944,3464,43385,5876,27821,30,25,27,19,51
2022-05-04,10:00,4417,3499,41746,5978,26953,23,28,33,22,31
2022-05-04,12:00,3820,3473,66316,5646,29946,30,25,32,21,54
2022-05-04,14:00,4736,3370,66469,3458,27347,34,22,34,29,30
2022-05-04,16:00,4935,2772,37333,5539,27076,29,24,24,32,53
2022-05-04,18:00,4664,3388,44608,3342,24877,22,24,34,39,29
2022-05-05,8:00,2943,3734,40819,5216,21071,34,29,27,27,41
2022-05-05,10:00,4089,2890,32208,5994,21622,28,29,28,26,53
2022-05-05,12:00,4251,3439,34283,3826,22066,23,28,27,28,39
2022-05-05,14:00,3989,3192,62048,5864,27069,27,24,28,28,39
2022-05-05,16:00,3752,3726,66233,5589,26450,32,33,33,30,44
2022-05-05,18:00,4443,3507,40941,5707,26897,30,26,33,39,47
2022-05-06,8:00,4258,3734,40607,5663,21253,29,31,34,21,46
2022-05-06,10:00,4436,3561,37765,5980,27079,23,22,32,26,50
2022-05-06,12:00,4618,3701,29828,5331,26740,23,23,23,29,49
2022-05-06,14:00,4390,2951,29917,4300,28273,31,29,34,26,48
2022-05-06,16:00,4858,2705,64234,5660,28928,30,34,26,38,48
2022-05-06,18:00,4809,3789,66988,3716,24174,22,24,30,33,40
2022-05-07,8:00,3950,2515,42594,5732,25781,22,33,28,25,36
2022-05-07,10:00,3448,2826,40977,4813,28042,26,31,31,26,37
2022-05-07,12:00,3574,3201,28009,3981,23944,25,22,31,22,37
2022-05-07,14:00,3963,2509,44644,5351,28330,22,29,27,23,30
2022-05-07,16:00,4580,3524,37865,5951,27334,27,22,27,44,45
2022-05-07,18:00,4734,3480,62219,5986,26996,25,24,28,33,36
2022-05-08,8:00,4291,3539,67041,5999,28207,26,25,24,19,27
2022-05-08,10:00,4419,3725,33287,5838,27339,27,29,31,28,39
2022-05-08,12:00,4318,3549,29619,3886,29777,23,22,26,20,39
2022-05-08,14:00,3033,3539,36512,4789,29883,35,26,23,21,53
2022-05-08,16:00,3223,2628,29342,4099,29371,22,35,26,35,34
2022-05-08,18:00,4249,2937,38568,4701,22935,27,28,23,35,49
